n,t_s,x_m,y_m,z_m
214,21.879,1.2315,2.4930,2.1063
215,21.979,1.2202,2.4530,2.1055
216,22.079,1.1680,2.6590,2.1097
217,22.179,1.1535,2.7030,2.1106
218,22.279,1.1449,2.7030,2.1106
219,22.379,1.1424,2.6590,2.1182
220,22.479,1.1301,2.7470,2.1115
221,22.579,1.1374,2.5750,2.1080
222,22.679,1.1230,2.6170,2.1089
223,22.779,1.1185,2.5330,2.1072
224,22.879,1.1019,2.5330,2.1072
225,22.979,1.0872,2.5750,2.1164
226,23.079,1.0704,2.5750,2.1080
227,23.179,1.0318,2.6590,2.1182
228,23.280,1.0338,2.4930,2.1146
229,23.380,1.0159,2.4530,2.1137
230,23.480,1.0077,2.4530,2.1137
231,23.580,1.0077,2.4530,2.1219
232,23.680,1.0292,2.3750,2.1201
233,23.780,1.0292,2.3750,2.1201
234,23.880,1.0292,2.3750,2.1201
235,23.980,0.9982,2.4140,2.1291
236,24.080,0.9739,2.4140,2.1210
237,24.180,0.9197,2.5750,2.1248
238,24.280,0.9320,2.3370,2.1112
239,24.380,0.8688,2.4530,2.1219
240,24.480,0.8021,2.6170,2.1257
241,24.580,0.7948,2.4930,2.1228
242,24.680,0.7438,2.5750,2.1248
243,24.780,0.7365,2.5330,2.1238
244,24.880,0.6923,2.6170,2.1257
245,24.980,0.6754,2.6170,2.1257
246,25.080,0.6795,2.4930,2.1228
247,25.181,0.6534,2.5330,2.1238
248,25.314,0.6098,2.5750,2.1164
249,25.414,0.5721,2.6590,2.1267
250,25.514,0.5160,2.8830,2.1320
251,25.614,0.5500,2.7470,2.1201
252,25.714,0.6014,2.5750,2.1164
253,25.848,0.6658,2.4140,2.1210
254,25.948,0.6820,2.4140,2.1210
255,26.081,0.7017,2.2990,2.1262
256,26.181,0.7017,2.2990,2.1262
257,26.281,0.7005,2.3370,2.1351
258,26.381,0.7085,2.3370,2.1351
259,26.481,0.7272,2.2260,2.1321
260,26.581,0.7028,2.2620,2.1331
261,26.681,0.6686,2.3370,2.1351
262,26.781,0.6252,2.4140,2.1291
263,26.882,0.6304,2.2990,2.1183
264,26.982,0.5908,2.2990,2.1183
265,27.082,0.5433,2.2990,2.1183
266,27.182,0.5445,2.1550,2.1226
267,27.282,0.5215,2.1550,2.1149
268,27.382,0.5111,2.0860,2.1133
269,27.482,0.4464,2.2260,2.1165
270,27.582,0.4657,2.0860,2.1208
271,27.682,0.4912,1.9540,2.1322
272,27.782,0.4765,1.9540,2.1322
273,27.882,0.4765,1.9540,2.1396
274,27.982,0.4665,1.9860,2.1479
275,28.082,0.5106,1.8910,2.1377
276,28.182,0.4739,1.9860,2.1405
277,28.282,0.5106,1.8910,2.1304
278,28.382,0.5345,1.8600,2.1367
279,28.482,0.5935,1.7120,2.1323
280,28.582,0.5744,1.7990,2.1349
281,28.683,0.5901,1.7700,2.1340
282,28.783,0.6244,1.6550,2.1305
283,28.916,0.6175,1.6550,2.1237
284,29.016,0.6658,1.4940,2.1191
285,29.116,0.6421,1.5730,2.1281
286,29.216,0.6658,1.4940,2.1323
287,29.316,0.6502,1.5460,2.1339
288,29.416,0.6798,1.4690,2.1380
289,29.516,0.6790,1.4940,2.1389
290,29.616,0.6864,1.4690,2.1446
291,29.716,0.6713,1.5200,2.1464
292,29.817,0.6646,1.5200,2.1530
293,29.917,0.6958,1.3940,2.1484
294,30.017,0.7041,1.3450,2.1403
295,30.117,0.6851,1.3450,2.1466
296,30.217,0.6795,1.3220,2.1394
297,30.317,0.6754,1.2750,2.1378
298,30.417,0.6368,1.2980,2.1323
299,30.517,0.6083,1.2520,2.1308
300,30.617,0.5602,1.2300,2.1239
301,30.717,0.5172,1.2300,2.1301
302,30.817,0.5480,1.0790,2.1250
303,30.917,0.5031,1.1200,2.1264
304,31.017,0.4988,1.0380,2.1236
305,31.117,0.5027,0.9980,2.1281
306,31.217,0.4833,1.0180,2.1346
307,31.317,0.5027,0.9980,2.1396
308,31.417,0.5443,0.9200,2.1366
309,31.517,0.5387,0.9200,2.1423
310,31.617,0.5457,0.9020,2.1359
311,31.718,0.5586,0.8830,2.1296
312,31.818,0.5500,0.9200,2.1366
313,31.918,0.5597,0.9390,2.1430
314,32.018,0.5933,0.8650,2.1401
315,32.118,0.5809,0.8830,2.1464
316,32.218,0.6027,0.8110,2.1379
317,32.318,0.5822,0.8650,2.1401
318,32.418,0.6096,0.7930,2.1372
319,32.518,0.6082,0.8110,2.1379
320,32.618,0.6082,0.8110,2.1379
321,32.718,0.6229,0.7580,2.1412
322,32.818,0.5959,0.8290,2.1441
323,32.918,0.6096,0.7930,2.1426
324,33.018,0.6096,0.7930,2.1481
325,33.118,0.6161,0.7760,2.1473
326,33.218,0.6229,0.7580,2.1466
327,33.319,0.5959,0.8290,2.1551
328,33.419,0.6107,0.7760,2.1581
329,33.519,0.6199,0.7240,2.1557
330,33.652,0.5853,0.7580,2.1573
331,33.752,0.5890,0.7080,2.1550
332,33.852,0.5560,0.7240,2.1557
333,33.952,0.5308,0.7080,2.1550
334,34.052,0.5454,0.6110,2.1556
335,34.152,0.4852,0.6910,2.1542
336,34.252,0.4922,0.6270,2.1564
337,34.352,0.5108,0.5500,2.1526
338,34.452,0.4823,0.5800,2.1490
339,34.553,0.4874,0.5350,2.1519
340,34.653,0.4793,0.5200,2.1562
341,34.753,0.4976,0.4480,2.1526
342,34.853,0.4976,0.4480,2.1574
343,34.953,0.4847,0.4760,2.1638
344,35.053,0.5041,0.4340,2.1616
345,35.153,0.4365,0.5800,2.1693
346,35.253,0.5090,0.4340,2.1616
347,35.353,0.4896,0.4760,2.1638
348,35.453,0.5262,0.4070,2.1601
349,35.553,0.5279,0.3930,2.1642
350,35.653,0.5262,0.4070,2.1649
351,35.753,0.5403,0.3660,2.1627
352,35.853,0.5511,0.3530,2.1620
353,35.987,0.5934,0.3010,2.1591
354,36.087,0.5767,0.3800,2.1634
355,36.187,0.5971,0.3660,2.1627
356,36.287,0.6160,0.3660,2.1627
357,36.387,0.6405,0.3530,2.1573
358,36.487,0.6695,0.3400,2.1613
359,36.587,0.6843,0.3270,2.1605
360,36.687,0.7106,0.2640,2.1571
361,36.787,0.6687,0.3530,2.1667
362,36.887,0.6711,0.3140,2.1645
363,36.987,0.6855,0.2270,2.1641
364,37.121,0.6474,0.2520,2.1701
365,37.221,0.6396,0.2390,2.1648
366,37.321,0.6428,0.1920,2.1665
367,37.421,0.6100,0.2150,2.1634
368,37.521,0.6343,0.1340,2.1586
369,37.621,0.6231,0.1120,2.1574
370,37.721,0.6366,0.0480,2.1536
371,37.821,0.5950,0.0900,2.1561
372,37.921,0.5938,0.0580,2.1542
373,38.021,0.6081,-0.0040,2.1547
374,38.121,0.5665,0.0370,2.1530
375,38.221,0.5417,0.0690,2.1633
376,38.321,0.6045,-0.0530,2.1599
377,38.421,0.5591,0.0270,2.1649
378,38.521,0.6004,-0.0530,2.1599
379,38.621,0.6200,-0.0910,2.1615
380,38.721,0.6056,-0.0630,2.1633
381,38.821,0.6298,-0.1100,2.1642
382,38.922,0.6391,-0.1280,2.1630
383,39.022,0.6298,-0.1100,2.1642
384,39.122,0.6437,-0.1370,2.1624
385,39.222,0.6476,-0.1370,2.1624
386,39.322,0.6738,-0.1730,2.1600
387,39.422,0.6840,-0.1550,2.1573
388,39.522,0.6995,-0.1550,2.1651
