n,t_s,x_m,y_m,z_m
197,20.109,1.7072,2.3370,2.1094
198,20.209,1.6807,2.4140,2.1111
199,20.309,1.6483,2.4140,2.1030
200,20.409,1.6304,2.4530,2.1120
201,20.509,1.6040,2.4930,2.1128
202,20.609,1.5772,2.5330,2.1054
203,20.709,1.5546,2.4930,2.1046
204,20.809,1.5191,2.5330,2.1054
205,20.909,1.4884,2.6170,2.1071
206,21.009,1.4829,2.5750,2.1062
207,21.109,1.4622,2.7470,2.1097
208,21.209,1.4567,2.7030,2.1002
209,21.309,1.4381,2.8370,2.1115
210,21.409,1.4429,2.6590,2.1079
211,21.509,1.4344,2.6590,2.1079
212,21.609,1.4102,2.7470,2.1011
213,21.710,1.3880,2.7030,2.1002
214,21.810,1.3629,2.7910,2.1019
215,21.910,1.3191,2.8830,2.1036
216,22.010,1.2810,3.1800,2.1091
217,22.143,1.2976,2.7470,2.1011
218,22.243,1.2803,2.7470,2.1011
219,22.344,1.2494,2.7910,2.1106
220,22.477,1.2284,2.7470,2.1097
221,22.577,1.2024,2.7470,2.1011
222,22.677,1.2168,2.4930,2.0963
223,22.777,1.1844,2.6170,2.0987
224,22.877,1.1760,2.6170,2.0987
225,23.010,1.1756,2.4930,2.0963
226,23.110,1.1418,2.7470,2.1011
227,23.244,1.1245,2.7470,2.0924
228,23.377,1.1228,2.5750,2.0811
229,23.477,1.1084,2.6170,2.0902
230,23.577,1.0893,2.5750,2.0811
231,23.677,1.0642,2.5750,2.0727
232,23.777,1.0343,2.6590,2.0739
233,23.877,1.0240,2.6170,2.0733
234,23.977,1.0291,2.5330,2.0805
235,24.078,1.0273,2.4930,2.0881
236,24.178,1.0256,2.4530,2.0874
237,24.278,1.0026,2.4930,2.0881
238,24.378,1.0158,2.4140,2.0868
239,24.478,0.9996,2.4140,2.0868
240,24.611,0.9553,2.5750,2.0895
241,24.711,0.9469,2.5750,2.0895
242,24.811,0.9322,2.6590,2.0909
243,24.911,0.9614,2.4930,2.0963
244,25.011,0.9395,2.6170,2.0987
245,25.111,0.8987,2.7030,2.0917
246,25.211,0.8636,2.6170,2.0902
247,25.311,0.8130,2.6590,2.0824
248,25.412,0.7789,2.6590,2.0654
249,25.512,0.7527,2.7030,2.0659
250,25.612,0.7707,2.6170,2.0649
251,25.712,0.7522,2.7470,2.0751
252,25.812,0.7431,2.7910,2.0844
253,25.945,0.7435,2.7470,2.0837
254,26.079,0.7256,2.7910,2.0931
255,26.179,0.7169,2.7910,2.0844
256,26.279,0.6994,2.7910,2.0931
257,26.379,0.7002,2.7470,2.0924
258,26.479,0.6440,2.8830,2.0947
259,26.579,0.6296,2.7910,2.0931
260,26.679,0.6172,2.6590,2.0909
261,26.779,0.5286,2.8830,2.0947
262,26.879,0.4503,3.1280,2.0988
263,26.979,0.4568,3.0280,2.0972
264,27.079,0.4753,2.8830,2.0947
265,27.179,0.4362,2.9310,2.0955
266,27.279,0.4605,2.8370,2.0939
267,27.379,0.4693,2.8370,2.0851
268,27.479,0.4294,3.0280,2.0972
269,27.579,0.4869,2.8370,2.0939
270,27.679,0.4187,3.1800,2.0997
271,27.780,0.4596,3.1280,2.0988
272,27.880,0.5730,2.8830,2.1036
273,27.980,0.6190,2.8370,2.0939
274,28.080,0.6383,2.7910,2.0931
275,28.180,0.6366,2.8370,2.0939
276,28.280,0.6352,2.8830,2.0947
277,28.380,0.6137,2.9790,2.0873
278,28.513,0.6227,2.9790,2.0873
279,28.613,0.6301,3.0280,2.0880
280,28.713,0.6483,3.0280,2.0972
281,28.813,0.6692,2.9310,2.0955
282,28.913,0.6589,2.9790,2.1054
283,29.014,0.6796,2.8830,2.1036
284,29.114,0.6498,2.9790,2.1144
285,29.214,0.6408,2.9790,2.1054
286,29.314,0.6645,2.7910,2.1019
287,29.414,0.5710,3.1280,2.1174
288,29.514,0.5866,2.9790,2.1054
289,29.614,0.5218,3.1800,2.1091
290,29.714,0.5730,2.8830,2.1036
291,29.848,0.4530,3.2320,2.1101
292,29.981,0.4469,3.1800,2.0997
293,30.081,0.4317,3.1280,2.0988
294,30.181,0.3636,3.2860,2.0920
295,30.281,0.3399,3.3410,2.0928
296,30.381,0.3679,3.2320,2.0911
297,30.481,0.3812,3.1800,2.0904
298,30.581,0.3679,3.2320,2.0817
299,30.681,0.3399,3.3410,2.0832
300,30.781,0.3210,3.4530,2.0749
301,30.881,0.3963,3.2320,2.0722
302,30.981,0.3212,3.5700,2.0863
303,31.081,0.3799,3.4530,2.0847
304,31.215,0.4231,3.3960,2.0839
305,31.315,0.4719,3.2320,2.0911
306,31.448,0.4487,3.4530,2.0847
307,31.548,0.5068,3.2860,2.0824
308,31.648,0.5287,3.2320,2.0911
309,31.748,0.5106,3.3960,2.0936
310,31.848,0.5398,3.3960,2.0936
311,31.949,0.5666,3.4530,2.0945
312,32.049,0.5740,3.5110,2.0954
313,32.149,0.6387,3.3410,2.1025
314,32.249,0.6580,3.3410,2.1025
315,32.349,0.6760,3.3960,2.0936
316,32.449,0.6732,3.5110,2.0954
317,32.549,0.6485,3.6910,2.0982
318,32.649,0.6844,3.4530,2.0945
319,32.749,0.6617,3.5700,2.0863
320,32.849,0.6648,3.4530,2.0847
321,32.949,0.6335,3.5110,2.0855
322,33.049,0.5692,3.6300,2.0871
323,33.149,0.5388,3.6300,2.0770
324,33.283,0.5215,3.5700,2.0763
325,33.383,0.4748,3.6910,2.0777
326,33.483,0.4506,3.7540,2.0785
327,33.583,0.4680,3.6300,2.0770
328,33.683,0.4714,3.5700,2.0763
329,33.783,0.4544,3.6910,2.0777
330,33.883,0.4646,3.6910,2.0777
331,33.983,0.4748,3.6910,2.0777
332,34.083,0.4574,3.8170,2.0688
333,34.183,0.4952,3.6910,2.0675
334,34.283,0.4887,3.8170,2.0688
335,34.383,0.5200,3.8170,2.0688
336,34.483,0.5408,3.8170,2.0688
337,34.617,0.5872,3.6910,2.0675
338,34.717,0.5825,3.8170,2.0688
339,34.817,0.6034,3.8170,2.0688
340,34.917,0.6117,3.8820,2.0695
341,35.017,0.6072,4.0170,2.0601
342,35.117,0.6307,3.9490,2.0595
343,35.217,0.6627,3.9490,2.0595
344,35.317,0.6594,4.0860,2.0716
345,35.417,0.6703,4.0860,2.0716
346,35.517,0.6686,4.1570,2.0833
347,35.617,0.6933,4.0170,2.0709
348,35.717,0.6703,4.0860,2.0824
349,35.817,0.6467,4.1570,2.0833
350,35.917,0.6377,4.0860,2.0716
351,36.017,0.6137,4.1570,2.0723
352,36.117,0.5942,4.0860,2.0824
353,36.217,0.5560,4.2290,2.0842
354,36.318,0.5588,4.1570,2.0833
355,36.418,0.5478,4.1570,2.0833
356,36.518,0.5507,4.0860,2.0716
357,36.618,0.5535,4.0170,2.0709
358,36.718,0.5005,4.2290,2.0730
359,36.818,0.5181,4.0860,2.0607
360,36.918,0.5039,4.1570,2.0613
361,37.018,0.4894,4.2290,2.0508
362,37.151,0.5005,4.2290,2.0730
363,37.251,0.4858,4.3030,2.0738
364,37.352,0.5039,4.1570,2.0723
365,37.485,0.5072,4.0860,2.0716
366,37.585,0.4929,4.1570,2.0723
367,37.685,0.5005,4.2290,2.0730
368,37.785,0.4970,4.3030,2.0738
369,37.885,0.5083,4.3030,2.0738
370,37.985,0.5307,4.3030,2.0738
371,38.085,0.5783,4.2290,2.0619
372,38.185,0.5868,4.3030,2.0626
373,38.285,0.5981,4.3030,2.0738
374,38.385,0.6338,4.2290,2.0730
375,38.485,0.6449,4.2290,2.0619
376,38.586,0.6542,4.3030,2.0626
377,38.686,0.6766,4.3030,2.0626
378,38.786,0.7115,4.2290,2.0619
379,38.886,0.6991,4.3030,2.0626
380,38.986,0.6991,4.3030,2.0626
381,39.086,0.6636,4.3790,2.0746
382,39.186,0.6782,4.2290,2.0619
383,39.286,0.6542,4.3030,2.0626
384,39.386,0.6317,4.3030,2.0738
385,39.486,0.5931,4.4560,2.0639
386,39.586,0.6205,4.3030,2.0738
387,39.686,0.6093,4.3030,2.0738
388,39.786,0.5842,4.3790,2.0632
389,39.886,0.5557,4.5350,2.0646
390,39.986,0.5587,4.4560,2.0639
391,40.086,0.5325,4.5350,2.0646
392,40.186,0.5325,4.5350,2.0646
393,40.286,0.5325,4.5350,2.0646
394,40.387,0.5472,4.4560,2.0639
395,40.487,0.5472,4.4560,2.0754
396,40.587,0.5728,4.3790,2.0632
397,40.687,0.5557,4.5350,2.0646
398,40.787,0.5816,4.4560,2.0639
399,40.887,0.6182,4.3790,2.0632
