n,t_s,x_m,y_m,z_m
126,12.912,3.0162,2.1900,2.0600
127,13.012,2.9868,2.2620,2.0609
128,13.112,3.0094,2.5330,2.0641
129,13.212,2.8924,2.1900,2.0600
130,13.312,2.8537,2.1900,2.0600
131,13.412,2.8155,2.1550,2.0596
132,13.512,2.7787,2.0860,2.0588
133,13.612,2.7626,2.1200,2.0592
134,13.712,2.7677,2.2260,2.0682
135,13.812,2.7397,2.1200,2.0744
136,13.913,2.7453,2.1900,2.0677
137,14.046,2.7464,2.1550,2.0596
138,14.179,2.7833,2.2260,2.0604
139,14.279,2.7779,2.1200,2.0592
140,14.379,2.8145,2.2260,2.0604
141,14.479,2.8227,2.1900,2.0445
142,14.613,2.8530,2.2990,2.0455
143,14.713,2.8532,2.2620,2.0452
144,14.813,2.8768,2.2620,2.0373
145,14.913,2.9088,2.3370,2.0458
146,15.013,2.9579,2.4140,2.0546
147,15.113,3.0085,2.4930,2.0636
148,15.213,3.0402,2.4530,2.0632
149,15.313,3.0552,2.4140,2.0627
150,15.413,3.0714,2.4140,2.0627
151,15.513,3.1074,2.4930,2.0719
152,15.613,3.0957,2.4140,2.0708
153,15.713,3.1239,2.4930,2.0719
154,15.813,3.1156,2.4930,2.0719
155,15.913,3.0876,2.4140,2.0708
156,16.013,3.0795,2.4140,2.0708
157,16.113,3.0729,2.4530,2.0713
158,16.213,3.0729,2.4530,2.0632
159,16.314,3.0647,2.4530,2.0632
160,16.414,3.0633,2.4140,2.0546
161,16.514,3.0647,2.4530,2.0632
162,16.614,3.0483,2.4530,2.0632
163,16.714,3.0320,2.4530,2.0550
164,16.814,3.0260,2.5330,2.0641
165,16.914,3.0190,2.5750,2.0562
166,17.014,2.9755,2.4930,2.0472
167,17.114,2.9255,2.4140,2.0546
168,17.214,2.8848,2.3370,2.0538
169,17.314,2.8607,2.3750,2.0461
170,17.414,2.8358,2.4530,2.0550
171,17.514,2.7589,2.2620,2.0530
172,17.614,2.7412,2.3370,2.0538
173,17.714,2.7172,2.3370,2.0618
174,17.814,2.6918,2.3750,2.0622
175,17.914,2.6806,2.4530,2.0632
176,18.014,2.6274,2.3750,2.0542
177,18.115,2.6011,2.4140,2.0546
178,18.215,2.5711,2.3750,2.0542
179,18.315,2.5550,2.3750,2.0461
180,18.415,2.5525,2.4140,2.0465
181,18.515,2.5256,2.3370,2.0458
182,18.648,2.5097,2.3370,2.0378
183,18.748,2.5148,2.3750,2.0461
184,18.848,2.5097,2.3370,2.0458
185,18.948,2.5253,2.4530,2.0550
186,19.048,2.5253,2.4530,2.0550
187,19.182,2.5253,2.4530,2.0550
188,19.282,2.5119,2.4140,2.0546
189,19.382,2.5119,2.4140,2.0627
190,19.482,2.5067,2.3750,2.0622
191,19.615,2.5253,2.4530,2.0632
192,19.715,2.5200,2.4140,2.0627
193,19.815,2.5309,2.3750,2.0703
194,19.916,2.5444,2.4140,2.0708
195,20.016,2.5525,2.4140,2.0708
196,20.116,2.5470,2.3750,2.0703
197,20.249,2.5580,2.4530,2.0713
198,20.349,2.5334,2.4530,2.0713
199,20.449,2.5038,2.4140,2.0627
200,20.549,2.4812,2.4930,2.0554
201,20.649,2.4530,2.5330,2.0641
202,20.749,2.4153,2.4930,2.0554
203,20.849,2.3823,2.4930,2.0554
204,20.949,2.3494,2.4930,2.0554
205,21.050,2.3407,2.5750,2.0562
206,21.183,2.3072,2.5750,2.0562
207,21.283,2.2940,2.6170,2.0567
208,21.383,2.2637,2.4530,2.0550
209,21.483,2.2518,2.6170,2.0567
210,21.583,2.2264,2.6170,2.0567
211,21.683,2.2209,2.6590,2.0571
212,21.783,2.2038,2.5330,2.0558
213,21.883,2.1899,2.5750,2.0562
214,21.983,2.1632,2.4140,2.0465
215,22.083,2.1623,2.5330,2.0475
216,22.183,2.1434,2.4930,2.0472
217,22.284,2.1492,2.7470,2.0494
218,22.384,2.1365,2.8370,2.0501
219,22.484,2.1062,2.5750,2.0479
220,22.584,2.0940,2.4930,2.0472
221,22.684,2.0857,2.4930,2.0554
222,22.784,2.0727,2.5750,2.0562
223,22.884,2.0543,2.5330,2.0558
224,22.984,2.0224,2.5750,2.0562
225,23.084,2.0057,2.5750,2.0562
226,23.184,1.9889,2.5750,2.0479
227,23.284,1.9722,2.5750,2.0479
228,23.384,1.9546,2.5330,2.0392
229,23.484,1.9387,2.5750,2.0395
230,23.584,1.9297,2.5330,2.0392
231,23.684,1.9140,2.6170,2.0313
232,23.784,1.9052,2.5750,2.0311
233,23.884,1.9052,2.5750,2.0395
234,23.984,1.8884,2.5750,2.0395
235,24.084,1.8714,2.4530,2.0386
236,24.185,1.8550,2.4930,2.0472
237,24.285,1.8387,2.4530,2.0468
238,24.385,1.8047,2.5750,2.0395
239,24.485,1.7891,2.4930,2.0389
240,24.585,1.7733,2.4530,2.0386
241,24.685,1.7570,2.4530,2.0386
242,24.785,1.7416,2.4140,2.0384
243,24.885,1.7335,2.4140,2.0384
244,24.985,1.7264,2.3750,2.0381
245,25.085,1.7275,2.3370,2.0458
246,25.185,1.7103,2.3750,2.0381
247,25.285,1.6943,2.3750,2.0381
248,25.385,1.6782,2.3750,2.0300
249,25.485,1.6589,2.4530,2.0386
250,25.585,1.6426,2.4530,2.0386
251,25.685,1.6199,2.4140,2.0384
252,25.785,1.5854,2.4530,2.0386
253,25.885,1.5608,2.4530,2.0386
254,25.986,1.5367,2.5750,2.0311
255,26.086,1.5062,2.5330,2.0226
256,26.186,1.4834,2.6170,2.0229
257,26.286,1.4513,2.7030,2.0232
258,26.386,1.4219,2.7470,2.0234
259,26.486,1.4132,2.7470,2.0061
260,26.586,1.3912,2.7030,2.0232
261,26.686,1.3866,2.6590,2.0145
262,26.786,1.3568,2.7030,2.0146
263,26.886,1.3169,2.9310,2.0241
264,26.986,1.2999,2.8370,2.0237
265,27.086,1.2920,2.7470,2.0234
266,27.220,1.2734,2.8370,2.0237
267,27.320,1.2506,2.8830,2.0239
268,27.420,1.2217,2.9790,2.0242
269,27.553,1.2281,2.7030,2.0232
270,27.653,1.2109,2.7030,2.0232
271,27.753,1.1994,2.6590,2.0145
272,27.853,1.2072,2.5330,2.0143
273,27.953,1.1906,2.5330,2.0143
274,28.053,1.1740,2.5330,2.0143
275,28.153,1.1629,2.4930,2.0142
276,28.253,1.1324,2.5330,2.0143
277,28.353,1.1135,2.4930,2.0060
278,28.454,1.0970,2.4930,1.9977
279,28.554,1.0677,2.5750,1.9976
280,28.654,1.0660,2.5330,1.9977
281,28.754,1.0577,2.5330,1.9977
282,28.854,1.0274,2.6170,1.9976
283,28.954,1.0175,2.5750,1.9976
284,29.054,1.0021,2.6170,1.9976
285,29.154,1.0007,2.5750,1.9976
286,29.254,0.9924,2.5750,2.0060
287,29.354,0.9525,2.6590,2.0145
288,29.454,0.9430,2.6170,2.0060
289,29.554,0.9184,2.6590,2.0145
290,29.654,0.9014,2.6590,2.0060
291,29.754,0.8846,2.7030,2.0060
292,29.854,0.8839,2.6170,1.9976
293,29.954,0.8835,2.5750,1.9976
294,30.055,0.8588,2.6590,1.9975
295,30.188,0.8589,2.7030,1.9974
296,30.288,0.8916,2.5330,1.9977
297,30.388,0.8754,2.6170,1.9976
298,30.488,0.8504,2.7470,1.9974
299,30.621,0.8754,2.6170,1.9976
300,30.721,0.8418,2.7470,2.0061
301,30.822,0.8585,2.6170,1.9976
302,30.922,0.8417,2.6170,2.0060
303,31.022,0.8579,2.4530,2.0059
304,31.122,0.8251,2.5330,2.0060
305,31.222,0.7998,2.5750,2.0144
306,31.322,0.7746,2.5750,2.0144
307,31.422,0.7753,2.5330,2.0143
308,31.522,0.7757,2.4930,2.0142
309,31.622,0.7421,2.5330,1.9977
310,31.722,0.6981,2.6170,1.9891
311,31.822,0.6993,2.5750,1.9809
312,31.955,0.6741,2.5750,1.9725
313,32.056,0.6271,2.7030,1.9803
314,32.156,0.6290,2.6590,1.9720
315,32.256,0.6239,2.5750,1.9725
316,32.356,0.5647,2.7470,1.9714
317,32.456,0.4893,2.9790,1.9609
318,32.556,0.5301,2.7470,1.9628
319,32.656,0.4956,2.8830,1.9706
320,32.756,0.4680,3.0280,1.9697
321,32.856,0.4484,3.1800,1.9781
322,32.956,0.5074,2.9790,1.9790
323,33.056,0.5400,2.8830,1.9883
324,33.189,0.5400,2.8830,2.0061
325,33.290,0.5513,2.8370,1.9973
326,33.390,0.5800,2.7910,1.9973
327,33.490,0.5551,2.9310,2.0061
328,33.590,0.5865,2.8370,2.0061
329,33.690,0.5755,2.8830,2.0150
330,33.790,0.5975,2.7910,2.0061
331,33.890,0.5641,2.9310,2.0151
332,33.990,0.5755,2.8830,2.0150
333,34.090,0.5865,2.8370,2.0061
334,34.190,0.5755,2.8830,2.0061
335,34.290,0.5578,2.8830,2.0061
336,34.390,0.5462,2.9310,2.0061
337,34.491,0.4924,3.0770,2.0062
338,34.624,0.4613,3.1280,2.0062
339,34.724,0.4084,3.3410,2.0063
340,34.824,0.4613,3.1280,2.0062
341,34.924,0.5044,3.0280,1.9970
342,35.024,0.5462,2.9310,2.0061
343,35.157,0.6111,2.8830,1.9972
344,35.291,0.6895,2.9310,2.0061
345,35.391,0.7433,2.9310,2.0061
346,35.491,0.7400,3.1280,2.0062
347,35.591,0.7967,2.9790,2.0061
348,35.691,0.7858,3.1800,1.9969
349,35.791,0.8509,2.9310,2.0061
350,35.891,0.8421,3.0770,2.0062
351,35.991,0.8605,3.0770,2.0062
352,36.091,0.8608,3.1800,2.0062
353,36.191,0.8881,3.0770,1.9970
354,36.291,0.8881,3.0770,2.0062
355,36.391,0.8793,3.1280,2.0062
356,36.491,0.8607,3.1280,1.9969
357,36.591,0.8513,3.0770,1.9970
358,36.691,0.8237,3.0770,1.9878
359,36.792,0.7765,3.1800,1.9875
360,36.892,0.7372,3.2860,1.9872
361,36.992,0.7390,3.1800,1.9969
362,37.092,0.7121,3.1280,1.9969
363,37.192,0.6827,3.1800,1.9969
364,37.292,0.6301,3.3410,1.9967
365,37.392,0.6226,3.2860,1.9967
366,37.492,0.6341,3.2320,1.9968
367,37.592,0.6130,3.2860,1.9967
368,37.692,0.6247,3.2320,1.9968
369,37.792,0.6108,3.3410,1.9967
370,37.892,0.6827,3.1800,1.9875
371,37.992,0.6990,3.2860,1.9967
372,38.092,0.7265,3.3410,1.9967
373,38.192,0.7547,3.3960,2.0063
374,38.292,0.7637,3.4530,2.0063
375,38.392,0.7927,3.5110,2.0064
376,38.493,0.8026,3.5110,2.0064
377,38.593,0.8423,3.3960,1.9966
378,38.693,0.8125,3.5110,2.0064
379,38.793,0.8423,3.3960,2.0063
380,38.893,0.8324,3.5110,1.9964
381,38.993,0.8324,3.5110,1.9964
382,39.093,0.7918,3.6300,2.0064
383,39.193,0.7722,3.5700,2.0064
384,39.293,0.7622,3.5700,2.0064
385,39.393,0.7199,3.6910,2.0064
386,39.493,0.6994,3.6910,2.0064
387,39.593,0.7133,3.5110,1.9964
388,39.693,0.6483,3.6910,1.9962
389,39.793,0.5899,3.8820,1.9960
390,39.893,0.5820,3.8170,1.9961
391,39.993,0.5996,3.6300,1.9963
392,40.093,0.5741,3.7540,1.9858
393,40.193,0.5768,3.6910,1.9860
394,40.293,0.5638,3.7540,1.9858
395,40.393,0.5870,3.6910,1.9860
396,40.494,0.5973,3.6910,1.9860
397,40.594,0.6028,3.8170,1.9752
398,40.694,0.5978,3.9490,1.9746
399,40.794,0.6085,3.9490,1.9746
400,40.894,0.6445,3.8170,1.9648
401,40.994,0.6426,3.8820,1.9644
402,41.094,0.6531,3.8820,1.9644
403,41.194,0.6741,3.8820,1.9644
404,41.294,0.6723,3.9490,1.9533
405,41.394,0.7071,3.8170,1.9544
406,41.494,0.7186,3.7540,1.9549
407,41.594,0.7057,3.8820,1.9433
408,41.694,0.7043,3.9490,1.9427
409,41.794,0.7043,3.9490,1.9427
410,41.928,0.7488,3.8170,1.9544
411,42.028,0.7584,3.8820,1.9644
412,42.128,0.7681,3.9490,1.9746
413,42.228,0.8113,3.8170,1.9752
414,42.328,0.8322,3.8170,1.9856
415,42.428,0.8426,3.8170,1.9961
416,42.528,0.8426,3.8820,1.9960
417,42.628,0.8533,3.9490,1.9853
418,42.728,0.8739,3.8170,1.9961
419,42.828,0.8637,3.8820,1.9960
420,42.928,0.8637,3.8820,2.0065
421,43.028,0.8634,3.8170,1.9961
422,43.128,0.8211,4.0170,1.9851
423,43.228,0.8104,4.0170,1.9743
424,43.328,0.8107,3.9490,1.9640
425,43.428,0.7429,4.2290,1.9400
426,43.529,0.7566,4.0170,1.9205
427,43.629,0.6890,4.1570,1.9078
428,43.729,0.6450,4.1570,1.9078
429,43.829,0.6491,4.0170,1.9098
430,43.929,0.6011,4.1570,1.9187
431,44.029,0.5364,4.3790,1.9273
432,44.129,0.5791,4.1570,1.9407
433,44.229,0.5542,4.2290,1.9400
434,44.362,0.5653,4.2290,1.9622
435,44.462,0.6011,4.1570,1.9847
436,44.562,0.6208,4.2290,1.9844
437,44.662,0.6296,4.3030,2.0067
438,44.763,0.6633,4.3030,2.0067
439,44.863,0.6874,4.2290,2.0289
440,44.963,0.7109,4.1570,2.0396
441,45.063,0.7207,4.2290,2.0400
442,45.196,0.7429,4.2290,2.0511
443,45.296,0.7889,4.0170,2.0604
444,45.396,0.7768,4.1570,2.0726
445,45.496,0.7993,4.0860,2.0609
446,45.596,0.8104,4.0170,2.0711
447,45.696,0.7755,4.3030,2.0741
448,45.796,0.7873,4.2290,2.0622
449,45.897,0.7755,4.3030,2.0741
450,45.997,0.7988,4.1570,2.0616
451,46.097,0.7993,4.0860,2.0609
452,46.197,0.7540,4.2290,2.0622
453,46.297,0.7429,4.2290,2.0622
454,46.397,0.7082,4.3030,2.0628
455,46.497,0.6857,4.3030,2.0628
456,46.597,0.6890,4.1570,2.0616
457,46.697,0.6408,4.3030,2.0628
458,46.797,0.6045,4.3790,2.0635
459,46.897,0.5847,4.3030,2.0741
460,46.997,0.5622,4.3030,2.0741
461,47.097,0.5364,4.3790,2.0748
462,47.197,0.5364,4.3790,2.0635
463,47.297,0.5364,4.3790,2.0635
464,47.397,0.5364,4.3790,2.0635
465,47.497,0.5591,4.3790,2.0635
466,47.597,0.5818,4.3790,2.0521
467,47.698,0.5932,4.3790,2.0521
468,47.798,0.6296,4.3030,2.0628
469,47.898,0.6633,4.3030,2.0628
470,47.998,0.6633,4.3030,2.0628
471,48.098,0.6985,4.2290,2.0622
472,48.198,0.6857,4.3030,2.0628
473,48.298,0.6726,4.3790,2.0635
474,48.398,0.6857,4.3030,2.0628
475,48.498,0.6857,4.3030,2.0516
476,48.598,0.6726,4.3790,2.0635
477,48.698,0.6857,4.3030,2.0516
478,48.798,0.6857,4.3030,2.0628
479,48.898,0.6726,4.3790,2.0748
480,48.998,0.6857,4.3030,2.0741
481,49.098,0.6726,4.3790,2.0748
482,49.198,0.6857,4.3030,2.0741
483,49.299,0.6726,4.3790,2.0748
