n,t_s,x_m,y_m,z_m
50,5.104,0.7324,0.3010,2.1285
51,5.204,0.7602,0.2640,2.1221
52,5.304,0.7598,0.3270,2.1297
53,5.404,0.7925,0.3010,2.1285
54,5.538,0.8160,0.3400,2.1257
55,5.671,0.8311,0.3930,2.1329
56,5.771,0.8925,0.2640,2.1267
57,5.871,0.8765,0.3270,2.1297
58,5.971,0.8722,0.3400,2.1350
59,6.071,0.8889,0.2890,2.1279
60,6.171,0.8544,0.3800,2.1323
61,6.271,0.7886,0.5200,2.1341
62,6.371,0.8022,0.3800,2.1323
63,6.471,0.7127,0.5800,2.1419
64,6.571,0.7081,0.5500,2.1304
65,6.671,0.6985,0.5350,2.1297
66,6.771,0.6720,0.5800,2.1318
67,6.872,0.6445,0.6270,2.1287
68,6.972,0.6163,0.6750,2.1256
69,7.072,0.6006,0.6750,2.1308
70,7.172,0.5901,0.6750,2.1256
71,7.272,0.5787,0.6910,2.1210
72,7.372,0.5821,0.7240,2.1170
73,7.472,0.6118,0.6590,2.1145
74,7.572,0.5841,0.7760,2.1190
75,7.672,0.6057,0.7760,2.1190
76,7.772,0.6376,0.7930,2.1196
77,7.872,0.6875,0.7580,2.1183
78,7.972,0.7522,0.7080,2.1163
79,8.072,0.7843,0.7240,2.1116
80,8.172,0.8057,0.7410,2.1123
81,8.273,0.7897,0.8290,2.1155
82,8.373,0.8062,0.8290,2.1100
83,8.473,0.8115,0.8110,2.1094
84,8.573,0.8007,0.8290,2.1045
85,8.673,0.7563,0.9020,2.1069
86,8.773,0.7161,0.9590,2.1146
87,8.873,0.6865,0.9980,2.1102
88,8.973,0.6692,0.9980,2.1102
89,9.073,0.6512,1.0180,2.1050
90,9.173,0.6254,1.0790,2.1070
91,9.273,0.6388,1.0380,2.1115
92,9.407,0.6381,1.0580,2.1063
93,9.507,0.6358,1.1200,2.1083
94,9.607,0.6597,1.1200,2.1083
95,9.707,0.6764,1.1630,2.1036
96,9.807,0.7127,1.1630,2.1036
97,9.907,0.7297,1.2300,2.1118
98,10.007,0.7911,1.1200,2.1083
99,10.107,0.7854,1.2520,2.1125
100,10.207,0.8098,1.2300,2.1056
101,10.307,0.8282,1.2300,2.1056
102,10.407,0.8168,1.2980,2.1014
103,10.507,0.8290,1.2750,2.0945
104,10.607,0.8105,1.2980,2.0951
105,10.707,0.7978,1.2750,2.0883
106,10.807,0.7730,1.2520,2.0939
107,10.908,0.7291,1.2980,2.0951
108,11.008,0.6845,1.3220,2.0958
109,11.108,0.6389,1.3690,2.1034
110,11.208,0.6225,1.2980,2.1014
111,11.308,0.5826,1.3450,2.1027
112,11.408,0.5699,1.3450,2.1027
113,11.508,0.5285,1.3940,2.1041
114,11.608,0.5013,1.4180,2.0983
115,11.708,0.4964,1.3940,2.0977
116,11.808,0.4735,1.4430,2.0990
117,11.908,0.4900,1.3940,2.0977
118,12.008,0.4800,1.4430,2.1055
119,12.108,0.4844,1.4690,2.0997
120,12.208,0.4790,1.5460,2.1018
121,12.308,0.5140,1.5200,2.0944
122,12.409,0.5553,1.4940,2.0938
123,12.509,0.5576,1.5730,2.0958
124,12.609,0.5791,1.5460,2.0884
125,12.709,0.5669,1.6550,2.0910
126,12.809,0.5639,1.7120,2.0923
127,12.909,0.5847,1.7120,2.0923
128,13.042,0.5709,1.8600,2.0958
129,13.176,0.6022,1.7990,2.1014
130,13.276,0.6256,1.7400,2.0930
131,13.376,0.5839,1.8910,2.0965
132,13.476,0.5839,1.8910,2.0965
133,13.576,0.5680,1.9220,2.0972
134,13.676,0.5444,1.9540,2.1053
135,13.776,0.5738,1.7990,2.1014
136,13.876,0.5404,1.8910,2.0965
137,13.976,0.5331,1.8910,2.0965
138,14.076,0.4929,1.9540,2.0980
139,14.176,0.4950,1.9220,2.0972
140,14.276,0.4543,2.0860,2.1011
141,14.376,0.4519,2.1200,2.1019
142,14.476,0.4770,2.0860,2.0935
143,14.576,0.5018,2.0520,2.0928
144,14.677,0.5072,2.0860,2.0860
145,14.777,0.5108,2.1550,2.0874
146,14.880,0.5434,2.1200,2.0867
147,15.010,0.5800,2.1550,2.0874
148,15.143,0.5898,2.2990,2.0982
149,15.244,0.6028,2.3750,2.0918
150,15.344,0.6281,2.3370,2.0910
151,15.444,0.6869,2.1900,2.0881
152,15.544,0.6680,2.3370,2.0910
153,15.644,0.7096,2.2260,2.0810
154,15.744,0.6672,2.3750,2.0838
155,15.844,0.6760,2.3370,2.0751
156,15.944,0.6316,2.4930,2.0860
157,16.044,0.6419,2.4140,2.0845
158,16.144,0.6316,2.4930,2.0860
159,16.244,0.6139,2.5330,2.0867
160,16.344,0.5857,2.6170,2.0798
161,16.478,0.5673,2.6590,2.0805
162,16.578,0.5688,2.6170,2.0798
163,16.678,0.5789,2.5750,2.0791
164,16.811,0.5673,2.6590,2.0720
165,16.911,0.5636,2.7470,2.0733
166,17.011,0.6305,2.5330,2.0618
167,17.145,0.6459,2.5750,2.0623
168,17.245,0.6804,2.5330,2.0618
169,17.345,0.6962,2.5750,2.0623
170,17.445,0.7120,2.6590,2.0550
171,17.545,0.7460,2.6590,2.0550
172,17.645,0.7801,2.6590,2.0635
173,17.745,0.8137,2.6170,2.0629
174,17.845,0.8229,2.7030,2.0641
175,17.945,0.8239,2.7910,2.0653
176,18.045,0.8242,2.8370,2.0659
177,18.179,0.8071,2.9310,2.0672
178,18.279,0.8160,2.9310,2.0672
179,18.379,0.8071,2.9310,2.0582
180,18.479,0.8158,2.8830,2.0665
181,18.612,0.8066,2.8370,2.0659
182,18.712,0.8066,2.8370,2.0659
183,18.812,0.7802,3.0280,2.0685
184,18.912,0.7802,3.0280,2.0685
185,19.012,0.8158,2.8830,2.0577
186,19.112,0.7711,3.1280,2.0699
187,19.213,0.8076,3.0280,2.0594
188,19.313,0.7991,3.1800,2.0612
189,19.413,0.8268,3.1280,2.0606
190,19.513,0.8282,3.2860,2.0529
191,19.613,0.8897,3.0280,2.0594
192,19.713,0.9325,2.9310,2.0582
193,19.813,0.9520,2.9790,2.0588
194,19.913,1.0072,2.7910,2.0566
195,20.013,0.9972,2.9790,2.0588
196,20.113,1.0062,2.9790,2.0678
197,20.247,1.0083,3.0280,2.0594
198,20.380,0.9900,3.0280,2.0594
199,20.480,0.9718,3.0280,2.0594
200,20.580,0.9383,3.1280,2.0606
201,20.680,0.8845,3.2320,2.0618
202,20.780,0.8473,3.2860,2.0625
203,20.880,0.7904,3.4530,2.0645
204,21.014,0.7708,3.3960,2.0541
205,21.147,0.7205,3.5700,2.0559
206,21.280,0.7314,3.4530,2.0546
207,21.380,0.7216,3.4530,2.0546
208,21.480,0.7205,3.5700,2.0559
209,21.614,0.7194,3.6910,2.0571
210,21.747,0.7806,3.5700,2.0458
211,21.847,0.8487,3.3960,2.0443
212,21.947,0.8420,3.6910,2.0469
213,22.047,0.9083,3.4530,2.0448
214,22.147,0.9279,3.4530,2.0448
215,22.247,0.9636,3.3410,2.0439
216,22.348,0.9492,3.5110,2.0453
217,22.448,0.9492,3.5110,2.0453
218,22.548,0.9509,3.5700,2.0458
219,22.648,0.9238,3.6910,2.0469
220,22.748,0.9475,3.4530,2.0546
221,22.848,0.8747,3.8170,2.0480
222,22.948,0.8538,3.8170,2.0584
223,23.048,0.8707,3.5700,2.0559
224,23.148,0.8413,3.6300,2.0464
225,23.248,0.8121,3.8170,2.0480
226,23.348,0.7915,3.8820,2.0591
227,23.448,0.8013,3.7540,2.0578
228,23.548,0.8013,3.7540,2.0474
229,23.648,0.7915,3.8820,2.0485
230,23.748,0.8220,3.7540,2.0474
231,23.849,0.8226,3.8170,2.0480
232,23.982,0.8027,4.0860,2.0503
233,24.082,0.8341,3.9490,2.0491
234,24.215,0.8767,3.9490,2.0491
235,24.349,0.8979,3.9490,2.0491
236,24.449,0.9100,4.0170,2.0497
237,24.549,0.9207,4.0170,2.0605
238,24.649,0.9299,3.9490,2.0598
239,24.749,0.9405,3.9490,2.0491
240,24.849,0.9405,3.9490,2.0598
241,24.949,0.9405,3.9490,2.0598
242,25.049,0.9405,3.9490,2.0491
243,25.149,0.9114,4.0860,2.0612
244,25.249,0.9192,3.9490,2.0704
245,25.349,0.8992,4.0170,2.0605
246,25.449,0.8689,4.1570,2.0619
247,25.549,0.8680,4.0860,2.0612
248,25.649,0.8366,4.2290,2.0515
249,25.749,0.8366,4.2290,2.0515
250,25.849,0.8360,4.1570,2.0619
251,25.949,0.8360,4.1570,2.0619
252,26.049,0.8366,4.2290,2.0404
253,26.149,0.8366,4.2290,2.0404
254,26.250,0.8366,4.2290,2.0404
255,26.350,0.8366,4.2290,2.0404
256,26.450,0.8255,4.2290,2.0738
257,26.550,0.8469,4.1570,2.0619
258,26.650,0.8689,4.1570,2.0729
259,26.783,0.9114,4.0860,2.0829
260,26.883,0.9440,4.0860,2.0720
261,27.017,0.9568,4.1570,2.0619
262,27.117,0.9852,4.0170,2.0605
263,27.217,0.9745,4.0170,2.0605
